Time,BTCUSDT,ETHUSDT,BNBUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,EOSUSDT,IOTAUSDT,XLMUSDT,ONTUSDT,TRXUSDT,ETCUSDT,ICXUSDT,NULSUSDT,VETUSDT,LINKUSDT,WAVESUSDT,ONGUSDT,HOTUSDT,ZILUSDT,ZRXUSDT,FETUSDT,BATUSDT,XMRUSDT,ZECUSDT,IOSTUSDT,CELRUSDT,DASHUSDT,OMGUSDT,THETAUSDT,ENJUSDT,MITHUSDT,MATICUSDT,ATOMUSDT
2020-10-14,11417.89,378.69,30.838,16.959,49.79,2.254,0.10703,0.24906,2.6065,0.2734,0.07398,0.5702,0.02676,5.3812,0.3901,0.2614,0.011139,10.8896,2.5097,0.1203,0.0004793,0.019,0.3867,0.05191,0.2147,128.41,68.75,0.005782,0.00482,70.05,3.3307,0.73438,0.15381,0.00525,0.01712,5.727
2020-10-15,11505.12,377.64,31.3256,17.24,49.53,2.23,0.10666,0.24596,2.5985,0.2767,0.07408,0.5621,0.02652,5.3321,0.3808,0.2687,0.010963,10.7483,2.697,0.1224,0.00048,0.01865,0.3974,0.05039,0.2132,130.22,68.24,0.00578,0.00452,69.27,3.4321,0.6885,0.15265,0.00519,0.01718,5.769
2020-10-16,11319.32,365.5,30.0516,17.021,47.6,2.166,0.10414,0.24011,2.5362,0.2639,0.07909,0.5472,0.02572,5.1737,0.3676,0.2494,0.010591,10.5877,2.9557,0.1192,0.00046,0.01803,0.3898,0.04366,0.207,120.62,62.59,0.005459,0.00414,66.06,3.2204,0.66165,0.1455,0.00501,0.01622,5.403
2020-10-17,11360.2,368.32,30.2414,17.191,46.93,2.179,0.10598,0.24057,2.5217,0.2695,0.08152,0.5594,0.02574,5.1938,0.3814,0.2484,0.010988,10.6267,3.1854,0.1217,0.0004688,0.01812,0.3841,0.0472,0.2145,120.1,62.99,0.00552,0.00433,67.33,3.257,0.62437,0.14843,0.0051,0.01673,5.466
2020-10-18,11503.14,378.11,30.6593,17.428,47.54,2.216,0.10735,0.24221,2.5459,0.2725,0.07942,0.5562,0.02594,5.2282,0.385,0.2542,0.011627,10.9409,3.0567,0.1219,0.0004786,0.0184,0.3887,0.04868,0.214,124.44,64.42,0.005543,0.00462,67.29,3.4019,0.66983,0.15078,0.00511,0.01688,5.762
2020-10-19,11751.47,379.3,29.9107,17.569,47.99,2.212,0.10859,0.24558,2.5819,0.2769,0.0852,0.5634,0.02589,5.2086,0.3738,0.2512,0.011396,10.9147,2.9373,0.1211,0.0004754,0.01979,0.3895,0.05006,0.2141,125.77,64.08,0.005576,0.00438,74.93,3.3666,0.63118,0.14922,0.00496,0.01624,5.502
2020-10-20,11909.99,368.52,28.8227,16.948,46.88,2.146,0.10238,0.24322,2.5264,0.2635,0.08075,0.516,0.02592,5.0807,0.3544,0.2339,0.010781,9.8589,2.8678,0.1154,0.0004901,0.0183,0.364,0.04514,0.2083,118.25,57.85,0.005131,0.00405,70.65,3.1297,0.5984,0.14048,0.00471,0.01559,5.024
2020-10-21,12780.96,390.38,29.7329,18.332,52.98,2.283,0.10589,0.25088,2.6055,0.2809,0.08358,0.547,0.02667,5.3379,0.3728,0.244,0.011339,10.7863,3.1111,0.1187,0.0005182,0.01854,0.3752,0.04545,0.2152,121.24,62.72,0.005511,0.00425,74.73,3.2646,0.6373,0.14353,0.00505,0.01633,5.241
2020-10-22,12968.52,413.98,30.6396,18.653,54.35,2.341,0.11077,0.25709,2.6693,0.2828,0.08552,0.5537,0.02708,5.612,0.3817,0.246,0.012155,11.9539,3.2438,0.1208,0.000518,0.0195,0.381,0.04901,0.2232,127.6,65.54,0.00558,0.00431,74.98,3.4942,0.65472,0.15113,0.00515,0.01735,5.444
2020-10-23,12923.07,409.11,30.6377,18.136,55.42,2.291,0.10805,0.25471,2.6395,0.2761,0.08368,0.5423,0.02669,5.482,0.3749,0.2398,0.012218,12.1586,3.3709,0.1227,0.0004982,0.01973,0.3757,0.05312,0.2216,127.47,63.26,0.005507,0.00426,72.13,3.5255,0.64431,0.1472,0.00521,0.01701,5.364
2020-10-24,13111.73,412.14,30.6639,18.312,59.23,2.312,0.10797,0.2562,2.6597,0.288,0.08561,0.5485,0.02706,5.529,0.3732,0.2454,0.012282,12.7001,3.4382,0.125,0.0005028,0.01944,0.3789,0.05642,0.219,129.31,64.14,0.005481,0.00435,73.31,3.4863,0.72109,0.14662,0.00515,0.01767,5.543
2020-10-25,13028.83,405.86,30.128,17.865,58.84,2.229,0.10639,0.25313,2.7074,0.2782,0.08304,0.5366,0.02699,5.5585,0.3711,0.2355,0.01179,12.1481,3.2784,0.1255,0.0004882,0.01895,0.3687,0.0511,0.2151,131.08,62.77,0.00539,0.00431,71.06,3.3493,0.69502,0.14392,0.00518,0.01727,5.292
2020-10-26,13052.19,392.52,31.0467,17.084,56.82,2.174,0.10306,0.2481,2.6291,0.2738,0.08104,0.5149,0.02675,5.435,0.3611,0.2336,0.011368,11.7096,3.1694,0.1191,0.0004832,0.01835,0.3572,0.04778,0.2134,131.42,60.2,0.005251,0.00408,69.19,3.2363,0.65423,0.13821,0.00488,0.01652,5.145
2020-10-27,13636.17,403.45,31.4826,17.007,57.91,2.194,0.10256,0.25273,2.6739,0.2775,0.08183,0.5102,0.02701,5.4582,0.357,0.2329,0.01137,11.9224,3.1569,0.1178,0.0004909,0.0186,0.3609,0.04683,0.2135,133.83,61.2,0.005274,0.00402,70.75,3.2119,0.65889,0.13901,0.00483,0.01582,5.138
2020-10-28,13266.4,388.23,30.3338,15.87,55.77,2.079,0.09869,0.2454,2.6524,0.2692,0.07832,0.4753,0.02688,5.2714,0.3399,0.2128,0.010638,11.4403,3.0504,0.1132,0.0004636,0.01774,0.3366,0.04518,0.1949,126.32,56.8,0.004975,0.0037,67.91,3.0657,0.62367,0.13467,0.00467,0.01506,4.803
2020-10-29,13455.7,387.13,29.8702,15.276,54.87,2.033,0.09531,0.24239,2.6387,0.2595,0.0775,0.4536,0.02655,5.4065,0.3376,0.2016,0.010186,11.2772,3.0232,0.1081,0.0004558,0.01757,0.3369,0.04583,0.1894,124.38,56.87,0.004921,0.00362,67.1,2.8905,0.59395,0.13221,0.00436,0.01383,4.633
2020-10-30,13560.1,382.49,28.4909,14.788,54.01,1.946,0.0933,0.23905,2.5068,0.2571,0.07669,0.4461,0.0256,5.2584,0.32,0.1949,0.01008,11.09,3.2101,0.1042,0.0004483,0.01749,0.326,0.04512,0.187,122.98,58.21,0.004891,0.00346,69.69,2.8675,0.61076,0.12612,0.00417,0.01385,4.62
2020-10-31,13791.0,386.46,28.5058,14.702,55.72,1.964,0.093,0.23968,2.528,0.2539,0.07775,0.4437,0.02576,5.2734,0.3181,0.1965,0.009895,11.2277,3.2329,0.1058,0.0004499,0.01773,0.3219,0.04405,0.1853,126.52,58.16,0.004855,0.00341,70.08,2.9233,0.61054,0.12736,0.00408,0.01374,4.616
2020-11-01,13761.5,396.67,28.5318,14.941,55.6,2.008,0.09827,0.23999,2.5185,0.2527,0.07861,0.4547,0.02574,5.2434,0.3377,0.2114,0.010505,11.5722,3.2231,0.1071,0.0004513,0.01794,0.338,0.04523,0.1907,127.08,58.17,0.004984,0.00395,68.79,3.1391,0.61157,0.12697,0.00439,0.01414,4.743
2020-11-02,13549.37,383.02,27.7983,15.215,53.8,1.924,0.09221,0.23523,2.433,0.2467,0.07557,0.4338,0.02445,4.9961,0.3204,0.2085,0.01005,10.7814,3.1145,0.1024,0.0004395,0.01719,0.3287,0.0404,0.1834,118.82,54.77,0.004645,0.00366,64.95,2.9974,0.58875,0.12133,0.00413,0.01368,4.603
2020-11-03,14023.53,387.88,26.8638,14.676,53.96,1.868,0.09357,0.2396,2.3655,0.2455,0.07542,0.4242,0.02442,4.8866,0.3157,0.2003,0.00925,10.3911,3.1477,0.1015,0.0004398,0.01745,0.3256,0.03699,0.1807,121.13,53.2,0.004405,0.00357,64.32,2.9012,0.58275,0.11901,0.00411,0.01273,4.48
2020-11-04,14144.01,402.49,26.96,14.049,54.67,1.833,0.0955,0.23758,2.3506,0.2359,0.07456,0.4188,0.0242,4.8774,0.3124,0.1929,0.009398,10.4713,3.1986,0.1025,0.0004403,0.01753,0.3174,0.03956,0.1853,115.67,54.09,0.004309,0.00368,64.75,2.7676,0.5912,0.11833,0.00407,0.01222,4.387
2020-11-05,15590.02,416.69,27.6875,14.401,58.95,1.931,0.09752,0.24561,2.4464,0.2492,0.08039,0.434,0.02493,5.0979,0.316,0.2041,0.009721,10.9794,3.4277,0.1065,0.0004374,0.01886,0.3474,0.03972,0.1909,119.56,56.69,0.004583,0.00367,67.78,2.8914,0.62873,0.12362,0.00422,0.01343,4.504
2020-11-06,15579.92,455.91,29.0435,15.712,63.2,2.071,0.1091,0.25863,2.5349,0.2674,0.08388,0.4741,0.02616,5.3597,0.3604,0.2169,0.011196,12.1687,3.5691,0.1143,0.0004699,0.02053,0.3769,0.04374,0.2043,119.37,61.57,0.005049,0.00425,70.09,3.322,0.67759,0.13769,0.00499,0.01548,4.88
2020-11-07,14818.3,435.21,27.7651,14.813,58.9,1.949,0.10128,0.2491,2.4971,0.2573,0.07952,0.4422,0.02486,5.0771,0.3357,0.1997,0.010383,11.7638,3.4434,0.1097,0.0004578,0.01852,0.3489,0.04005,0.1924,110.96,57.4,0.004605,0.00388,66.57,3.0592,0.6382,0.12778,0.00464,0.01436,4.619
2020-11-08,15475.1,454.3,28.4101,15.45,61.02,2.027,0.10655,0.25374,2.5361,0.2662,0.0815,0.4708,0.02535,5.1801,0.3512,0.2115,0.011122,12.71,3.5186,0.1192,0.0004693,0.0193,0.3668,0.04196,0.1984,120.33,60.61,0.005081,0.00415,68.06,3.1907,0.66452,0.13634,0.00521,0.0157,4.809
2020-11-09,15328.41,444.32,28.0941,15.378,59.23,1.989,0.10561,0.25059,2.4975,0.2514,0.0797,0.4689,0.02479,5.0283,0.3439,0.2072,0.011035,12.5107,3.7976,0.1181,0.0004703,0.01939,0.3543,0.04225,0.194,115.89,58.42,0.004922,0.00454,68.09,3.1791,0.64278,0.13357,0.00515,0.01559,5.155
2020-11-10,15297.21,450.34,28.2188,15.585,57.93,2.006,0.1059,0.2538,2.498,0.2544,0.07967,0.4808,0.02483,5.1324,0.3578,0.2286,0.011583,13.0017,3.8268,0.12,0.0004733,0.02023,0.3879,0.0457,0.2016,115.54,59.06,0.005183,0.00477,68.86,3.2382,0.64041,0.13984,0.00547,0.01724,5.084
2020-11-11,15684.24,463.09,28.016,15.391,59.27,2.054,0.10599,0.25581,2.4982,0.2513,0.08039,0.477,0.02498,5.0917,0.3613,0.2908,0.01134,12.753,3.7467,0.1203,0.0004792,0.02021,0.3651,0.04484,0.1996,113.13,58.92,0.005147,0.00478,69.31,3.5058,0.61132,0.1381,0.00523,0.01654,5.033
2020-11-12,16291.86,462.39,27.6874,15.456,60.72,2.03,0.1046,0.2549,2.4632,0.2484,0.08069,0.4655,0.0249,5.0448,0.365,0.2421,0.010644,12.4038,3.891,0.1162,0.0004691,0.01923,0.3605,0.04173,0.1956,112.16,62.99,0.005019,0.00451,77.69,3.4937,0.60069,0.13458,0.00488,0.01587,5.03
2020-11-13,16320.7,476.43,28.1974,16.007,65.96,2.094,0.10629,0.2659,2.5982,0.2566,0.08249,0.4887,0.0254,5.1344,0.3739,0.246,0.011814,12.8687,4.0975,0.1184,0.0004794,0.02027,0.3864,0.046,0.2026,114.09,65.8,0.005137,0.0046,77.74,3.628,0.63125,0.14352,0.00519,0.01692,5.213
2020-11-14,16070.45,460.89,27.9311,15.684,63.85,2.04,0.10411,0.26824,2.5359,0.2515,0.08094,0.4771,0.02513,5.0333,0.3522,0.2377,0.011245,12.5574,4.2902,0.1161,0.0004826,0.02014,0.3741,0.04454,0.1966,116.89,63.9,0.004861,0.0045,77.29,3.4207,0.61226,0.14142,0.00487,0.01671,5.045
2020-11-15,15957.0,448.08,27.6786,15.317,62.28,1.978,0.10046,0.26954,2.4961,0.2503,0.08009,0.463,0.02533,5.0241,0.341,0.2407,0.011039,12.1192,4.3653,0.1158,0.0004804,0.01994,0.3592,0.04241,0.1936,114.6,61.16,0.00483,0.00424,74.98,3.3217,0.60341,0.14405,0.00489,0.01641,4.979
2020-11-16,16713.57,460.55,27.9451,15.72,73.84,2.073,0.10387,0.28813,2.583,0.2532,0.0825,0.4746,0.02549,5.395,0.3529,0.247,0.011336,12.6223,4.9029,0.1167,0.0004973,0.02194,0.3717,0.04279,0.1977,118.52,64.55,0.004852,0.00439,80.66,3.4369,0.61961,0.14528,0.00493,0.01663,5.084
2020-11-17,17659.38,482.15,28.5552,16.15,76.32,2.206,0.10947,0.30247,2.7162,0.2658,0.0865,0.505,0.02649,5.7751,0.3631,0.243,0.012346,13.3944,4.9243,0.1178,0.0005021,0.02287,0.3827,0.05092,0.2051,125.55,66.82,0.004816,0.00457,83.21,3.4599,0.65411,0.14597,0.00504,0.01766,5.285
2020-11-18,17776.12,478.41,28.0931,15.718,73.42,2.15,0.10658,0.29335,2.6371,0.2572,0.08365,0.4898,0.02678,6.0431,0.3474,0.2344,0.011777,13.5598,5.1728,0.1229,0.0004903,0.02176,0.3647,0.04639,0.2,123.51,63.17,0.004638,0.00438,80.05,3.3321,0.62259,0.13834,0.00482,0.01702,5.105
2020-11-19,17802.82,471.25,28.1387,16.095,81.53,2.25,0.1059,0.30358,2.6363,0.2536,0.08401,0.4857,0.02581,5.9188,0.3458,0.2233,0.011504,13.6187,5.8456,0.12,0.0004952,0.02109,0.3649,0.05311,0.1967,118.49,62.38,0.004694,0.0044,82.21,3.2726,0.62245,0.13659,0.00461,0.01723,5.097
2020-11-20,18655.67,510.12,28.9715,16.444,82.53,2.362,0.11828,0.32991,2.7798,0.266,0.08853,0.5094,0.02629,6.0635,0.362,0.2317,0.012059,14.0933,6.7653,0.1221,0.0004999,0.02249,0.375,0.05373,0.2024,121.04,63.23,0.004817,0.00462,83.36,3.5294,0.64345,0.13982,0.0048,0.01791,5.268
2020-11-21,18703.8,552.35,30.5161,18.32,87.14,2.695,0.13334,0.46283,3.2306,0.3267,0.109,0.5825,0.03057,6.5853,0.4062,0.2498,0.014426,15.4511,6.2111,0.1286,0.0005471,0.02371,0.4174,0.05839,0.2337,128.46,72.62,0.005356,0.00496,94.57,4.253,0.70207,0.1506,0.00551,0.01989,5.922
2020-11-22,18414.43,560.03,30.0226,17.18,82.87,2.557,0.14599,0.44611,3.0633,0.3196,0.10426,0.553,0.02875,6.0316,0.3886,0.2532,0.013905,14.5098,7.0696,0.1238,0.0005564,0.0226,0.3973,0.05424,0.22,123.65,68.79,0.005232,0.00505,90.45,3.9019,0.64934,0.1454,0.00532,0.01913,5.481
2020-11-23,18368.0,608.58,30.995,19.093,89.03,2.794,0.15445,0.61579,3.3789,0.3612,0.13231,0.6084,0.03174,6.5685,0.4374,0.2715,0.016023,15.2746,7.9207,0.128,0.000583,0.02442,0.4381,0.06314,0.2548,129.88,79.52,0.005586,0.0056,94.24,4.2309,0.66535,0.15501,0.00565,0.02113,5.811
2020-11-24,19160.01,604.97,33.9407,20.499,89.25,3.079,0.16721,0.694,3.5987,0.3845,0.19571,0.6388,0.03523,7.2767,0.4662,0.2822,0.016174,15.6703,7.5488,0.1359,0.0006555,0.02535,0.4644,0.06227,0.2613,135.15,86.8,0.00637,0.00587,114.5,4.3646,0.69194,0.15931,0.00611,0.0216,5.966
2020-11-25,18719.11,569.5,31.2953,19.711,81.75,2.924,0.15473,0.63022,3.4247,0.3552,0.19295,0.6992,0.03304,6.95,0.4722,0.2845,0.016548,14.2016,6.7033,0.384,0.0006298,0.02879,0.4423,0.05959,0.2562,128.8,78.15,0.006273,0.00631,102.06,4.4269,0.69374,0.16198,0.00634,0.02087,5.904
2020-11-26,17149.47,519.83,28.2356,17.192,71.0,2.522,0.13843,0.53654,2.9522,0.3046,0.16835,0.5582,0.02942,6.1404,0.4039,0.2475,0.014627,12.603,6.0606,0.2355,0.0005607,0.02582,0.4074,0.04975,0.2247,119.98,70.16,0.005612,0.00539,91.83,3.7036,0.62041,0.1415,0.0055,0.01775,5.33
2020-11-27,17139.52,518.68,28.4606,17.12,69.15,2.602,0.14178,0.5623,2.8734,0.3126,0.20699,0.545,0.02938,6.2115,0.3966,0.2589,0.014487,12.4989,6.4518,0.22,0.0005652,0.02465,0.4034,0.0493,0.225,117.32,69.5,0.005576,0.00519,92.32,3.6088,0.60688,0.14159,0.00565,0.01766,5.368
2020-11-28,17719.85,537.52,29.1766,17.533,72.7,2.69,0.16489,0.62579,2.9982,0.3397,0.20021,0.5633,0.03047,6.3268,0.4078,0.2596,0.01535,13.0853,6.5973,0.2886,0.0005829,0.02673,0.4158,0.05209,0.2295,122.03,75.31,0.005881,0.00569,109.07,3.779,0.62438,0.14455,0.00594,0.01872,5.43
2020-11-29,18184.99,576.3,30.1045,17.684,78.91,2.734,0.16663,0.60543,3.0311,0.3435,0.19423,0.5682,0.03072,6.3926,0.4079,0.2503,0.015151,13.38,7.0331,0.2814,0.0005733,0.02928,0.4151,0.04992,0.2363,123.94,75.06,0.006002,0.00571,108.15,3.7798,0.61777,0.14362,0.00614,0.01888,5.429
2020-11-30,19695.87,616.66,31.4935,18.577,87.65,2.932,0.17204,0.66417,3.2615,0.3523,0.20295,0.5979,0.03236,6.7458,0.4394,0.2636,0.015972,14.2677,7.0841,0.2661,0.0006355,0.02933,0.4292,0.05069,0.2438,130.65,78.91,0.006207,0.00575,112.83,3.9528,0.6428,0.14889,0.006,0.0196,5.571
2020-12-01,18764.96,585.26,30.1996,17.53,85.08,2.718,0.15562,0.61088,2.9942,0.3263,0.18382,0.5575,0.03024,6.1466,0.4179,0.2524,0.014737,13.3461,6.8201,0.2565,0.00059,0.02796,0.3994,0.04903,0.2351,125.79,74.82,0.006059,0.00563,103.91,3.662,0.61372,0.14642,0.00558,0.01863,5.256
2020-12-02,19204.09,596.89,30.2875,18.026,88.9,2.787,0.15845,0.62972,3.0565,0.3445,0.18514,0.5768,0.03118,6.2376,0.4373,0.2572,0.016405,13.9799,7.0493,0.272,0.0005979,0.03114,0.427,0.05272,0.2422,127.92,76.66,0.00634,0.00566,105.23,3.7916,0.63198,0.16168,0.00599,0.01932,5.51
2020-12-03,19421.9,615.85,30.7065,18.853,89.0,2.877,0.16398,0.63046,3.0803,0.3489,0.18436,0.5894,0.03166,6.587,0.4402,0.2587,0.017397,13.9749,7.3857,0.2601,0.0006283,0.0336,0.4306,0.05524,0.2432,133.54,75.69,0.006244,0.00562,107.54,3.7903,0.66365,0.15721,0.00603,0.02078,5.5
2020-12-04,18650.52,567.24,29.0231,17.298,79.52,2.591,0.14781,0.55367,2.8456,0.322,0.16154,0.5367,0.02947,5.9515,0.3991,0.2444,0.015698,12.68,7.227,0.2186,0.0005814,0.02954,0.3928,0.05021,0.2285,126.57,69.01,0.006009,0.00527,98.86,3.5286,0.66648,0.14643,0.00559,0.01885,5.049
2020-12-05,19147.66,596.8,29.728,17.975,83.14,2.718,0.15993,0.58517,3.0079,0.3415,0.1717,0.5578,0.03056,6.1922,0.4227,0.2641,0.017484,13.1748,8.1289,0.239,0.0005969,0.03402,0.4081,0.05347,0.236,133.49,71.83,0.006174,0.00533,102.99,3.7819,0.73778,0.15251,0.00577,0.01968,5.261
2020-12-06,19359.4,601.54,29.5026,17.89,83.55,2.653,0.15873,0.62107,2.9969,0.3383,0.17593,0.5554,0.03091,6.1708,0.4134,0.2581,0.017144,13.5057,8.4331,0.2419,0.0005953,0.03538,0.3999,0.05201,0.2371,134.33,74.61,0.006027,0.00512,102.09,3.701,0.69941,0.15257,0.00561,0.01956,5.213
2020-12-07,19166.9,591.28,29.37,17.442,83.37,2.612,0.15401,0.60818,2.9491,0.3186,0.16804,0.5446,0.03029,6.1525,0.4219,0.2564,0.018137,13.0704,8.9462,0.2303,0.0005953,0.03555,0.4047,0.05318,0.2357,138.61,75.57,0.005934,0.0054,101.53,3.5819,0.68216,0.15153,0.0054,0.01915,5.1
2020-12-08,18324.11,554.94,27.6705,16.456,76.76,2.41,0.1412,0.5589,2.803,0.2991,0.15263,0.5055,0.0279,5.7707,0.3884,0.2674,0.016382,12.1356,7.7944,0.2083,0.0005569,0.03135,0.3797,0.04793,0.2198,135.87,69.61,0.005546,0.00469,95.01,3.2384,0.745,0.14028,0.005,0.0176,4.738
2020-12-09,18541.28,573.09,28.1452,16.899,77.41,2.491,0.14796,0.58265,2.8085,0.3084,0.17206,0.506,0.0287,6.0625,0.3882,0.2875,0.016758,12.6212,8.5543,0.2061,0.0005567,0.03105,0.3811,0.04855,0.2197,132.46,69.38,0.006129,0.00505,95.62,3.2836,0.72396,0.1407,0.00529,0.01808,4.804
2020-12-10,18254.63,558.99,27.6926,16.238,74.7,2.43,0.14188,0.57267,2.7401,0.2852,0.16073,0.4941,0.02811,5.8918,0.3791,0.2634,0.015937,11.9172,8.116,0.1915,0.0005434,0.03265,0.3698,0.05014,0.2087,133.6,65.96,0.005897,0.00498,92.86,3.1493,0.67992,0.14221,0.00514,0.0177,4.655
2020-12-11,18036.53,544.43,27.3419,15.898,72.2,2.337,0.13926,0.54945,2.6938,0.2738,0.15077,0.4789,0.02778,5.7895,0.3601,0.2483,0.015587,11.6335,8.1207,0.1808,0.0005316,0.02955,0.3558,0.05096,0.2029,141.43,63.71,0.005692,0.00471,93.25,2.9914,0.68052,0.14,0.0049,0.01744,4.707
2020-12-12,18808.69,568.04,28.1603,16.463,76.67,2.469,0.14438,0.50658,2.7672,0.2907,0.15888,0.5005,0.02855,5.971,0.3838,0.2605,0.016497,12.2259,8.4688,0.1954,0.0005399,0.03267,0.3921,0.05069,0.211,146.82,65.95,0.00594,0.00518,94.74,3.1878,0.69225,0.14447,0.00519,0.01785,5.06
2020-12-13,19174.99,590.7,29.1571,17.261,82.28,2.557,0.15406,0.51365,2.8507,0.3014,0.1761,0.5182,0.02921,6.1209,0.3871,0.2591,0.01647,12.9392,8.6419,0.2093,0.000548,0.03278,0.3961,0.05199,0.2131,152.12,68.25,0.005905,0.00522,97.61,3.2779,0.72938,0.14378,0.00516,0.01817,5.195
2020-12-14,19273.14,586.29,30.0338,17.398,82.35,2.521,0.15877,0.4974,2.847,0.3025,0.1702,0.5147,0.0291,6.0388,0.4052,0.2809,0.01637,12.8502,8.6192,0.2178,0.0005834,0.03296,0.3868,0.05268,0.2181,152.52,68.0,0.006184,0.005,96.69,3.234,0.75209,0.15084,0.00537,0.01839,5.227
2020-12-15,19426.43,588.64,29.5053,17.103,81.32,2.586,0.15381,0.46793,2.8615,0.3054,0.1661,0.5108,0.02918,6.0499,0.4001,0.2681,0.016501,12.6818,8.1174,0.2077,0.0005825,0.03503,0.3915,0.05202,0.2181,150.5,67.63,0.006275,0.00536,96.96,3.1584,0.76353,0.1553,0.0053,0.01945,5.291
2020-12-16,21335.52,637.18,30.5577,17.952,92.94,2.766,0.16814,0.56941,3.102,0.3296,0.19321,0.5395,0.03145,6.4654,0.4251,0.2963,0.017274,13.4852,8.3437,0.2085,0.0006198,0.03921,0.4143,0.05589,0.2329,158.93,73.21,0.006424,0.00566,105.39,3.3508,0.85623,0.15459,0.00547,0.0195,5.494
2020-12-17,22797.16,642.7,30.2255,17.773,101.01,2.688,0.16336,0.5769,3.0416,0.3206,0.18612,0.5338,0.03072,6.4786,0.4087,0.2744,0.017092,13.444,7.93,0.1996,0.0006077,0.0379,0.4072,0.05699,0.2266,160.42,74.28,0.006419,0.00535,108.22,3.2374,0.8154,0.15266,0.00565,0.01896,5.354
2020-12-18,23107.39,653.85,30.9882,17.918,109.34,2.74,0.16502,0.58337,3.0594,0.3239,0.18525,0.5695,0.03109,6.3915,0.4336,0.2771,0.017424,13.5001,7.8286,0.2117,0.0006137,0.0438,0.4128,0.05995,0.2496,154.44,73.89,0.006556,0.00572,108.05,3.2463,0.90713,0.16037,0.00611,0.02055,5.329
2020-12-19,23821.61,658.03,33.3167,17.835,119.85,2.811,0.16433,0.57666,3.0535,0.3405,0.18139,0.5645,0.03124,6.4149,0.4338,0.2894,0.017373,13.4747,7.6656,0.2233,0.000611,0.05009,0.4236,0.05898,0.2445,154.6,73.5,0.00661,0.00562,108.27,3.2597,0.90017,0.15884,0.00638,0.0199,5.289
2020-12-20,23455.52,638.18,34.3148,17.541,114.58,2.802,0.16201,0.55586,3.1361,0.3243,0.17666,0.5505,0.03122,6.4949,0.4277,0.294,0.016325,13.0604,7.1741,0.2086,0.0005963,0.04627,0.3953,0.05643,0.2321,152.42,73.69,0.006469,0.00574,109.56,3.17,0.915,0.15236,0.00816,0.01918,5.036
2020-12-21,22719.71,607.58,32.05,16.514,104.45,2.592,0.15278,0.51445,2.9288,0.3044,0.16519,0.5192,0.02926,6.1075,0.4005,0.2724,0.015523,12.3049,6.6577,0.2066,0.0006134,0.0494,0.3779,0.05289,0.2238,145.66,67.77,0.006164,0.0053,103.9,2.9574,0.92725,0.14511,0.0066,0.01808,5.031
2020-12-22,23810.79,636.45,33.5151,16.516,114.32,2.574,0.15646,0.44642,2.898,0.3072,0.16212,0.5206,0.02885,6.1198,0.3964,0.2646,0.015854,12.7842,7.0959,0.1975,0.000635,0.05138,0.3751,0.05391,0.2182,156.56,67.64,0.006132,0.00556,105.76,3.0043,1.08618,0.1447,0.00856,0.01861,4.943
2020-12-23,23232.76,585.56,31.1843,13.456,102.45,2.096,0.13635,0.2605,2.3148,0.2647,0.12661,0.4086,0.0248,5.099,0.3529,0.2262,0.013236,10.9736,5.8732,0.1639,0.000541,0.05727,0.3311,0.0505,0.1931,150.92,55.42,0.005073,0.00455,91.4,2.3303,1.06912,0.12203,0.00686,0.01522,4.395
2020-12-24,23729.2,612.31,32.4895,15.269,111.13,2.312,0.15304,0.33863,2.6682,0.2944,0.15818,0.4598,0.02769,5.6031,0.3781,0.2476,0.014893,11.5724,6.4838,0.1809,0.0005681,0.05938,0.3641,0.05129,0.2178,156.86,62.1,0.005668,0.0048,98.54,2.5923,1.18574,0.14394,0.00855,0.01641,4.959
2020-12-25,24712.47,626.82,33.1996,15.173,127.78,2.288,0.15761,0.31768,2.6661,0.2926,0.15238,0.4524,0.02854,5.7568,0.4034,0.2414,0.014598,11.5543,6.6622,0.1856,0.000574,0.06327,0.3588,0.052,0.214,159.14,64.27,0.005818,0.0048,103.12,2.5971,1.28291,0.14067,0.00885,0.01662,4.909
2020-12-26,26493.39,637.44,33.6361,14.984,129.61,2.26,0.15839,0.29481,2.6128,0.2867,0.14673,0.4546,0.0278,5.8379,0.4167,0.231,0.016471,10.9809,6.3428,0.2019,0.0005732,0.0866,0.3539,0.05031,0.2138,168.21,66.56,0.005847,0.0048,107.99,2.5391,1.66866,0.14066,0.01114,0.01926,4.81
2020-12-27,26281.66,685.11,33.674,15.112,127.88,2.275,0.15467,0.28407,2.7167,0.297,0.14527,0.4498,0.02889,5.8101,0.4014,0.2296,0.016542,12.1541,6.3995,0.1949,0.0005739,0.07637,0.3738,0.05313,0.2087,156.99,66.97,0.005785,0.00497,107.48,2.6441,1.35045,0.13666,0.01775,0.01832,4.842
2020-12-28,27079.41,730.41,35.951,15.63,129.83,2.384,0.17627,0.24845,2.7638,0.3064,0.14448,0.4639,0.02959,5.9188,0.4496,0.2285,0.020212,12.6081,6.6245,0.193,0.0005725,0.0893,0.3771,0.05469,0.2107,166.64,69.04,0.005892,0.00501,107.11,2.661,1.55606,0.13875,0.01325,0.01887,5.391
